,Camera,Steering,Predicted,PicUsed
45,Charrito_Log17_Pic_46.jpg,0.74,0.06609407067298889,Charrito_Log17_Pic_46.jpg
46,Charrito_Log17_Pic_47.jpg,0.74,-0.02682626061141491,Charrito_Log17_Pic_47.jpg
47,Charrito_Log17_Pic_48.jpg,0.72,-0.007854856550693512,Charrito_Log17_Pic_48.jpg
48,Charrito_Log17_Pic_49.jpg,0.72,-0.023578576743602753,Charrito_Log17_Pic_49.jpg
49,Charrito_Log17_Pic_50.jpg,0.72,-0.0613304004073143,Charrito_Log17_Pic_50.jpg
50,Charrito_Log17_Pic_51.jpg,0.7,-0.07766219228506088,Charrito_Log17_Pic_51.jpg
51,Charrito_Log17_Pic_52.jpg,0.7,-0.1415732204914093,Charrito_Log17_Pic_52.jpg
52,Charrito_Log17_Pic_53.jpg,0.7,-0.21366989612579346,Charrito_Log17_Pic_53.jpg
53,Charrito_Log17_Pic_54.jpg,0.7,-0.2688349783420563,Charrito_Log17_Pic_54.jpg
54,Charrito_Log17_Pic_55.jpg,0.72,-0.18374812602996826,Charrito_Log17_Pic_55.jpg
55,Charrito_Log17_Pic_56.jpg,0.72,-0.059175100177526474,Charrito_Log17_Pic_56.jpg
56,Charrito_Log17_Pic_57.jpg,0.72,-0.05923495814204216,Charrito_Log17_Pic_57.jpg
57,Charrito_Log17_Pic_58.jpg,0.72,-0.0014231298118829727,Charrito_Log17_Pic_58.jpg
58,Charrito_Log17_Pic_59.jpg,0.72,-0.028471585363149643,Charrito_Log17_Pic_59.jpg
59,Charrito_Log17_Pic_60.jpg,0.72,0.012172524817287922,Charrito_Log17_Pic_60.jpg
60,Charrito_Log17_Pic_61.jpg,0.72,0.02990972250699997,Charrito_Log17_Pic_61.jpg
61,Charrito_Log17_Pic_62.jpg,0.74,0.051705848425626755,Charrito_Log17_Pic_62.jpg
62,Charrito_Log17_Pic_63.jpg,0.74,0.0661768764257431,Charrito_Log17_Pic_63.jpg
63,Charrito_Log17_Pic_64.jpg,0.74,0.08122096955776215,Charrito_Log17_Pic_64.jpg
64,Charrito_Log17_Pic_65.jpg,0.72,-0.09766367077827454,Charrito_Log17_Pic_65.jpg
65,Charrito_Log17_Pic_66.jpg,0.72,-0.12223360687494278,Charrito_Log17_Pic_66.jpg
66,Charrito_Log17_Pic_67.jpg,0.7,0.022621992975473404,Charrito_Log17_Pic_67.jpg
67,Charrito_Log17_Pic_68.jpg,0.7,0.12523755431175232,Charrito_Log17_Pic_68.jpg
68,Charrito_Log17_Pic_69.jpg,0.72,-0.10186667740345001,Charrito_Log17_Pic_69.jpg
69,Charrito_Log17_Pic_70.jpg,0.74,0.10357601195573807,Charrito_Log17_Pic_70.jpg
70,Charrito_Log17_Pic_71.jpg,0.74,0.07866939157247543,Charrito_Log17_Pic_71.jpg
71,Charrito_Log17_Pic_72.jpg,0.74,0.049386002123355865,Charrito_Log17_Pic_72.jpg
72,Charrito_Log17_Pic_73.jpg,0.74,0.024543311446905136,Charrito_Log17_Pic_73.jpg
73,Charrito_Log17_Pic_74.jpg,0.72,-0.00870998203754425,Charrito_Log17_Pic_74.jpg
74,Charrito_Log17_Pic_75.jpg,0.72,-0.04225875064730644,Charrito_Log17_Pic_75.jpg
75,Charrito_Log17_Pic_76.jpg,0.72,-0.03919583559036255,Charrito_Log17_Pic_76.jpg
76,Charrito_Log17_Pic_77.jpg,0.72,-0.03984205052256584,Charrito_Log17_Pic_77.jpg
77,Charrito_Log17_Pic_78.jpg,0.72,-0.027142127975821495,Charrito_Log17_Pic_78.jpg
78,Charrito_Log17_Pic_79.jpg,0.72,-0.007080221548676491,Charrito_Log17_Pic_79.jpg
79,Charrito_Log17_Pic_80.jpg,0.74,0.0028574957977980375,Charrito_Log17_Pic_80.jpg
80,Charrito_Log17_Pic_81.jpg,0.74,0.027035756036639214,Charrito_Log17_Pic_81.jpg
81,Charrito_Log17_Pic_82.jpg,0.74,-0.040344275534152985,Charrito_Log17_Pic_82.jpg
82,Charrito_Log17_Pic_83.jpg,0.72,-0.12475213408470154,Charrito_Log17_Pic_83.jpg
83,Charrito_Log17_Pic_84.jpg,0.72,-0.2569510340690613,Charrito_Log17_Pic_84.jpg
84,Charrito_Log17_Pic_85.jpg,0.72,-0.3402837812900543,Charrito_Log17_Pic_85.jpg
85,Charrito_Log17_Pic_86.jpg,0.72,-0.18829695880413055,Charrito_Log17_Pic_86.jpg
86,Charrito_Log17_Pic_87.jpg,0.7,-0.2320965677499771,Charrito_Log17_Pic_87.jpg
87,Charrito_Log17_Pic_88.jpg,0.72,-0.2750034034252167,Charrito_Log17_Pic_88.jpg
88,Charrito_Log17_Pic_89.jpg,0.72,0.014775767922401428,Charrito_Log17_Pic_89.jpg
89,Charrito_Log17_Pic_90.jpg,0.74,-0.006083655171096325,Charrito_Log17_Pic_90.jpg
90,Charrito_Log17_Pic_91.jpg,0.74,-0.009186357259750366,Charrito_Log17_Pic_91.jpg
91,Charrito_Log17_Pic_92.jpg,0.74,0.06301074475049973,Charrito_Log17_Pic_92.jpg
92,Charrito_Log17_Pic_93.jpg,0.72,-0.03969891741871834,Charrito_Log17_Pic_93.jpg
93,Charrito_Log17_Pic_94.jpg,0.72,-0.2396649271249771,Charrito_Log17_Pic_94.jpg
94,Charrito_Log17_Pic_95.jpg,0.72,-0.30623582005500793,Charrito_Log17_Pic_95.jpg
95,Charrito_Log17_Pic_96.jpg,0.72,-0.31785526871681213,Charrito_Log17_Pic_96.jpg
96,Charrito_Log17_Pic_97.jpg,0.72,-0.34101712703704834,Charrito_Log17_Pic_97.jpg
97,Charrito_Log17_Pic_98.jpg,0.7,-0.24758462607860565,Charrito_Log17_Pic_98.jpg
98,Charrito_Log17_Pic_99.jpg,0.72,-0.2901975214481354,Charrito_Log17_Pic_99.jpg
99,Charrito_Log17_Pic_100.jpg,0.72,-0.33896884322166443,Charrito_Log17_Pic_100.jpg
100,Charrito_Log17_Pic_101.jpg,0.72,-0.2535621225833893,Charrito_Log17_Pic_101.jpg
101,Charrito_Log17_Pic_102.jpg,0.72,-0.2753652036190033,Charrito_Log17_Pic_102.jpg
102,Charrito_Log17_Pic_103.jpg,0.72,-0.21347621083259583,Charrito_Log17_Pic_103.jpg
103,Charrito_Log17_Pic_104.jpg,0.72,-0.22291076183319092,Charrito_Log17_Pic_104.jpg
104,Charrito_Log17_Pic_105.jpg,0.72,-0.20248760282993317,Charrito_Log17_Pic_105.jpg
105,Charrito_Log17_Pic_106.jpg,0.72,-0.1176053062081337,Charrito_Log17_Pic_106.jpg
106,Charrito_Log17_Pic_107.jpg,0.72,-0.10432814061641693,Charrito_Log17_Pic_107.jpg
107,Charrito_Log17_Pic_108.jpg,0.72,-0.055129535496234894,Charrito_Log17_Pic_108.jpg
108,Charrito_Log17_Pic_109.jpg,0.72,-0.04517918452620506,Charrito_Log17_Pic_109.jpg
109,Charrito_Log17_Pic_110.jpg,0.72,-0.043070320039987564,Charrito_Log17_Pic_110.jpg
110,Charrito_Log17_Pic_111.jpg,0.72,-0.022724485024809837,Charrito_Log17_Pic_111.jpg
111,Charrito_Log17_Pic_112.jpg,0.72,-0.024784957990050316,Charrito_Log17_Pic_112.jpg
112,Charrito_Log17_Pic_113.jpg,0.74,-0.008790380321443081,Charrito_Log17_Pic_113.jpg
113,Charrito_Log17_Pic_114.jpg,0.74,-0.016412168741226196,Charrito_Log17_Pic_114.jpg
114,Charrito_Log17_Pic_115.jpg,0.72,-0.10816625505685806,Charrito_Log17_Pic_115.jpg
115,Charrito_Log17_Pic_116.jpg,0.72,-0.29682013392448425,Charrito_Log17_Pic_116.jpg
116,Charrito_Log17_Pic_117.jpg,0.72,-0.2598154544830322,Charrito_Log17_Pic_117.jpg
117,Charrito_Log17_Pic_118.jpg,0.72,-0.2371378093957901,Charrito_Log17_Pic_118.jpg
118,Charrito_Log17_Pic_119.jpg,0.72,-0.22214089334011078,Charrito_Log17_Pic_119.jpg
119,Charrito_Log17_Pic_120.jpg,0.72,-0.18551088869571686,Charrito_Log17_Pic_120.jpg
120,Charrito_Log17_Pic_121.jpg,0.7,-0.2251625508069992,Charrito_Log17_Pic_121.jpg
121,Charrito_Log17_Pic_122.jpg,0.7,-0.17463012039661407,Charrito_Log17_Pic_122.jpg
122,Charrito_Log17_Pic_123.jpg,0.72,-0.2257893681526184,Charrito_Log17_Pic_123.jpg
123,Charrito_Log17_Pic_124.jpg,0.72,-0.00806128978729248,Charrito_Log17_Pic_124.jpg
124,Charrito_Log17_Pic_125.jpg,0.74,-0.09152032434940338,Charrito_Log17_Pic_125.jpg
125,Charrito_Log17_Pic_126.jpg,0.74,0.03593029826879501,Charrito_Log17_Pic_126.jpg
126,Charrito_Log17_Pic_127.jpg,0.74,-0.08028614521026611,Charrito_Log17_Pic_127.jpg
127,Charrito_Log17_Pic_128.jpg,0.72,0.0027027272153645754,Charrito_Log17_Pic_128.jpg
128,Charrito_Log17_Pic_129.jpg,0.72,-0.052694641053676605,Charrito_Log17_Pic_129.jpg
129,Charrito_Log17_Pic_130.jpg,0.7,-0.22710038721561432,Charrito_Log17_Pic_130.jpg
130,Charrito_Log17_Pic_131.jpg,0.7,-0.26451945304870605,Charrito_Log17_Pic_131.jpg
131,Charrito_Log17_Pic_132.jpg,0.7,-0.20030657947063446,Charrito_Log17_Pic_132.jpg
132,Charrito_Log17_Pic_133.jpg,0.7,-0.14942972362041473,Charrito_Log17_Pic_133.jpg
133,Charrito_Log17_Pic_134.jpg,0.7,-0.0343940332531929,Charrito_Log17_Pic_134.jpg
134,Charrito_Log17_Pic_135.jpg,0.7,-0.1128864660859108,Charrito_Log17_Pic_135.jpg
135,Charrito_Log17_Pic_136.jpg,0.72,-0.1282690018415451,Charrito_Log17_Pic_136.jpg
136,Charrito_Log17_Pic_137.jpg,0.72,-0.029679162427783012,Charrito_Log17_Pic_137.jpg
137,Charrito_Log17_Pic_138.jpg,0.72,-0.03610207885503769,Charrito_Log17_Pic_138.jpg
138,Charrito_Log17_Pic_139.jpg,0.72,-0.024945206940174103,Charrito_Log17_Pic_139.jpg
139,Charrito_Log17_Pic_140.jpg,0.72,-0.026216240599751472,Charrito_Log17_Pic_140.jpg
140,Charrito_Log17_Pic_141.jpg,0.72,-0.020318489521741867,Charrito_Log17_Pic_141.jpg
141,Charrito_Log17_Pic_142.jpg,0.74,-0.015872864052653313,Charrito_Log17_Pic_142.jpg
142,Charrito_Log17_Pic_143.jpg,0.74,-0.030347315594553947,Charrito_Log17_Pic_143.jpg
143,Charrito_Log17_Pic_144.jpg,0.74,-0.03850851580500603,Charrito_Log17_Pic_144.jpg
144,Charrito_Log17_Pic_145.jpg,0.74,-0.03918106108903885,Charrito_Log17_Pic_145.jpg
145,Charrito_Log17_Pic_146.jpg,0.74,-0.01185521762818098,Charrito_Log17_Pic_146.jpg
146,Charrito_Log17_Pic_147.jpg,0.74,-0.04440560191869736,Charrito_Log17_Pic_147.jpg
147,Charrito_Log17_Pic_148.jpg,0.74,-0.0510077103972435,Charrito_Log17_Pic_148.jpg
148,Charrito_Log17_Pic_149.jpg,0.74,-0.052557505667209625,Charrito_Log17_Pic_149.jpg
149,Charrito_Log17_Pic_150.jpg,0.74,-0.054482292383909225,Charrito_Log17_Pic_150.jpg
150,Charrito_Log17_Pic_151.jpg,0.74,-0.16232946515083313,Charrito_Log17_Pic_151.jpg
151,Charrito_Log17_Pic_152.jpg,0.72,-0.22797232866287231,Charrito_Log17_Pic_152.jpg
152,Charrito_Log17_Pic_153.jpg,0.72,-0.26907533407211304,Charrito_Log17_Pic_153.jpg
153,Charrito_Log17_Pic_154.jpg,0.7,-0.332436203956604,Charrito_Log17_Pic_154.jpg
154,Charrito_Log17_Pic_155.jpg,0.7,-0.27673405408859253,Charrito_Log17_Pic_155.jpg
155,Charrito_Log17_Pic_156.jpg,0.7,-0.08880241215229034,Charrito_Log17_Pic_156.jpg
156,Charrito_Log17_Pic_157.jpg,0.7,-0.0525052510201931,Charrito_Log17_Pic_157.jpg
157,Charrito_Log17_Pic_158.jpg,0.72,-0.04354717954993248,Charrito_Log17_Pic_158.jpg
158,Charrito_Log17_Pic_159.jpg,0.72,0.08260414004325867,Charrito_Log17_Pic_159.jpg
159,Charrito_Log17_Pic_160.jpg,0.74,0.12599699199199677,Charrito_Log17_Pic_160.jpg
160,Charrito_Log17_Pic_161.jpg,0.74,0.06509893387556076,Charrito_Log17_Pic_161.jpg
161,Charrito_Log17_Pic_162.jpg,0.74,0.07528647780418396,Charrito_Log17_Pic_162.jpg
162,Charrito_Log17_Pic_163.jpg,0.74,0.06863700598478317,Charrito_Log17_Pic_163.jpg
163,Charrito_Log17_Pic_164.jpg,0.72,-0.0536995530128479,Charrito_Log17_Pic_164.jpg
164,Charrito_Log17_Pic_165.jpg,0.72,-0.08168958127498627,Charrito_Log17_Pic_165.jpg
165,Charrito_Log17_Pic_166.jpg,0.72,-0.08318591862916946,Charrito_Log17_Pic_166.jpg
166,Charrito_Log17_Pic_167.jpg,0.72,-0.0676034539937973,Charrito_Log17_Pic_167.jpg
167,Charrito_Log17_Pic_168.jpg,0.72,-0.07044312357902527,Charrito_Log17_Pic_168.jpg
168,Charrito_Log17_Pic_169.jpg,0.72,-0.061446964740753174,Charrito_Log17_Pic_169.jpg
169,Charrito_Log17_Pic_170.jpg,0.72,-0.06494918465614319,Charrito_Log17_Pic_170.jpg
170,Charrito_Log17_Pic_171.jpg,0.72,-0.05071296915411949,Charrito_Log17_Pic_171.jpg
171,Charrito_Log17_Pic_172.jpg,0.72,-0.04096074774861336,Charrito_Log17_Pic_172.jpg
172,Charrito_Log17_Pic_173.jpg,0.72,-0.044656962156295776,Charrito_Log17_Pic_173.jpg
173,Charrito_Log17_Pic_174.jpg,0.72,-0.0337730348110199,Charrito_Log17_Pic_174.jpg
174,Charrito_Log17_Pic_175.jpg,0.72,-0.046835388988256454,Charrito_Log17_Pic_175.jpg
175,Charrito_Log17_Pic_176.jpg,0.72,-0.029100539162755013,Charrito_Log17_Pic_176.jpg
176,Charrito_Log17_Pic_177.jpg,0.72,-0.037957798689603806,Charrito_Log17_Pic_177.jpg
177,Charrito_Log17_Pic_178.jpg,0.72,-0.032239846885204315,Charrito_Log17_Pic_178.jpg
178,Charrito_Log17_Pic_179.jpg,0.72,-0.009104909375309944,Charrito_Log17_Pic_179.jpg
179,Charrito_Log17_Pic_180.jpg,0.72,-0.016462257131934166,Charrito_Log17_Pic_180.jpg
180,Charrito_Log17_Pic_181.jpg,0.72,0.017802752554416656,Charrito_Log17_Pic_181.jpg
181,Charrito_Log17_Pic_182.jpg,0.74,0.023889409378170967,Charrito_Log17_Pic_182.jpg
182,Charrito_Log17_Pic_183.jpg,0.74,0.015857214108109474,Charrito_Log17_Pic_183.jpg
183,Charrito_Log17_Pic_184.jpg,0.74,-0.016457170248031616,Charrito_Log17_Pic_184.jpg
184,Charrito_Log17_Pic_185.jpg,0.74,-0.025735292583703995,Charrito_Log17_Pic_185.jpg
185,Charrito_Log17_Pic_186.jpg,0.72,-0.08276962488889694,Charrito_Log17_Pic_186.jpg
186,Charrito_Log17_Pic_187.jpg,0.72,-0.3015801012516022,Charrito_Log17_Pic_187.jpg
187,Charrito_Log17_Pic_188.jpg,0.72,-0.2724754810333252,Charrito_Log17_Pic_188.jpg
188,Charrito_Log17_Pic_189.jpg,0.72,-0.2572338879108429,Charrito_Log17_Pic_189.jpg
189,Charrito_Log17_Pic_190.jpg,0.72,-0.24672172963619232,Charrito_Log17_Pic_190.jpg
190,Charrito_Log17_Pic_191.jpg,0.72,-0.18231338262557983,Charrito_Log17_Pic_191.jpg
191,Charrito_Log17_Pic_192.jpg,0.7,-0.19257646799087524,Charrito_Log17_Pic_192.jpg
192,Charrito_Log17_Pic_193.jpg,0.7,-0.0963054820895195,Charrito_Log17_Pic_193.jpg
193,Charrito_Log17_Pic_194.jpg,0.72,-0.024570101872086525,Charrito_Log17_Pic_194.jpg
194,Charrito_Log17_Pic_195.jpg,0.72,0.07551303505897522,Charrito_Log17_Pic_195.jpg
195,Charrito_Log17_Pic_196.jpg,0.72,0.09040733426809311,Charrito_Log17_Pic_196.jpg
196,Charrito_Log17_Pic_197.jpg,0.74,0.07030836492776871,Charrito_Log17_Pic_197.jpg
197,Charrito_Log17_Pic_198.jpg,0.74,0.16604727506637573,Charrito_Log17_Pic_198.jpg
198,Charrito_Log17_Pic_199.jpg,0.74,0.10126353055238724,Charrito_Log17_Pic_199.jpg
199,Charrito_Log17_Pic_200.jpg,0.74,0.04641404747962952,Charrito_Log17_Pic_200.jpg
200,Charrito_Log17_Pic_201.jpg,0.74,0.016007889062166214,Charrito_Log17_Pic_201.jpg
201,Charrito_Log17_Pic_202.jpg,0.74,0.010102691128849983,Charrito_Log17_Pic_202.jpg
202,Charrito_Log17_Pic_203.jpg,0.72,-0.013321522623300552,Charrito_Log17_Pic_203.jpg
203,Charrito_Log17_Pic_204.jpg,0.72,-0.17964012920856476,Charrito_Log17_Pic_204.jpg
204,Charrito_Log17_Pic_205.jpg,0.72,-0.08531568199396133,Charrito_Log17_Pic_205.jpg
205,Charrito_Log17_Pic_206.jpg,0.72,-0.06430622935295105,Charrito_Log17_Pic_206.jpg
206,Charrito_Log17_Pic_207.jpg,0.72,-0.12078666687011719,Charrito_Log17_Pic_207.jpg
207,Charrito_Log17_Pic_208.jpg,0.72,-0.14815011620521545,Charrito_Log17_Pic_208.jpg
208,Charrito_Log17_Pic_209.jpg,0.72,-0.07163898646831512,Charrito_Log17_Pic_209.jpg
209,Charrito_Log17_Pic_210.jpg,0.72,-0.06671516597270966,Charrito_Log17_Pic_210.jpg
210,Charrito_Log17_Pic_211.jpg,0.72,-0.06860656291246414,Charrito_Log17_Pic_211.jpg
211,Charrito_Log17_Pic_212.jpg,0.72,-0.09753105044364929,Charrito_Log17_Pic_212.jpg
212,Charrito_Log17_Pic_213.jpg,0.72,-0.11314064264297485,Charrito_Log17_Pic_213.jpg
213,Charrito_Log17_Pic_214.jpg,0.72,-0.10027733445167542,Charrito_Log17_Pic_214.jpg
214,Charrito_Log17_Pic_215.jpg,0.72,-0.11461056023836136,Charrito_Log17_Pic_215.jpg
215,Charrito_Log17_Pic_216.jpg,0.72,-0.10820495337247849,Charrito_Log17_Pic_216.jpg
216,Charrito_Log17_Pic_217.jpg,0.72,-0.07940427958965302,Charrito_Log17_Pic_217.jpg
217,Charrito_Log17_Pic_218.jpg,0.72,-0.09474527090787888,Charrito_Log17_Pic_218.jpg
218,Charrito_Log17_Pic_219.jpg,0.72,-0.09034456312656403,Charrito_Log17_Pic_219.jpg
219,Charrito_Log17_Pic_220.jpg,0.72,-0.08323432505130768,Charrito_Log17_Pic_220.jpg
220,Charrito_Log17_Pic_221.jpg,0.72,-0.0697786882519722,Charrito_Log17_Pic_221.jpg
221,Charrito_Log17_Pic_222.jpg,0.72,-0.08374635130167007,Charrito_Log17_Pic_222.jpg
222,Charrito_Log17_Pic_223.jpg,0.72,-0.10130026191473007,Charrito_Log17_Pic_223.jpg
223,Charrito_Log17_Pic_224.jpg,0.7,-0.08483905345201492,Charrito_Log17_Pic_224.jpg
224,Charrito_Log17_Pic_225.jpg,0.7,-0.09006259590387344,Charrito_Log17_Pic_225.jpg
225,Charrito_Log17_Pic_226.jpg,0.72,-0.055209144949913025,Charrito_Log17_Pic_226.jpg
226,Charrito_Log17_Pic_227.jpg,0.72,0.00021652900613844395,Charrito_Log17_Pic_227.jpg
227,Charrito_Log17_Pic_228.jpg,0.72,-0.003371922764927149,Charrito_Log17_Pic_228.jpg
228,Charrito_Log17_Pic_229.jpg,0.72,-0.008208534680306911,Charrito_Log17_Pic_229.jpg
229,Charrito_Log17_Pic_230.jpg,0.72,0.0010620204266160727,Charrito_Log17_Pic_230.jpg
230,Charrito_Log17_Pic_231.jpg,0.74,0.012787719257175922,Charrito_Log17_Pic_231.jpg
231,Charrito_Log17_Pic_232.jpg,0.74,0.01883562281727791,Charrito_Log17_Pic_232.jpg
232,Charrito_Log17_Pic_233.jpg,0.74,-0.010738672688603401,Charrito_Log17_Pic_233.jpg
233,Charrito_Log17_Pic_234.jpg,0.72,-0.06748299300670624,Charrito_Log17_Pic_234.jpg
234,Charrito_Log17_Pic_235.jpg,0.72,-0.08376896381378174,Charrito_Log17_Pic_235.jpg
235,Charrito_Log17_Pic_236.jpg,0.72,-0.05569411814212799,Charrito_Log17_Pic_236.jpg
236,Charrito_Log17_Pic_237.jpg,0.72,-0.06892462819814682,Charrito_Log17_Pic_237.jpg
237,Charrito_Log17_Pic_238.jpg,0.72,-0.05028286576271057,Charrito_Log17_Pic_238.jpg
238,Charrito_Log17_Pic_239.jpg,0.72,-0.0507248155772686,Charrito_Log17_Pic_239.jpg
239,Charrito_Log17_Pic_240.jpg,0.72,-0.040251221507787704,Charrito_Log17_Pic_240.jpg
240,Charrito_Log17_Pic_241.jpg,0.74,-0.043435510247945786,Charrito_Log17_Pic_241.jpg
241,Charrito_Log17_Pic_242.jpg,0.74,-0.04146207869052887,Charrito_Log17_Pic_242.jpg
242,Charrito_Log17_Pic_243.jpg,0.74,-0.044754061847925186,Charrito_Log17_Pic_243.jpg
243,Charrito_Log17_Pic_244.jpg,0.74,-0.05033077299594879,Charrito_Log17_Pic_244.jpg
244,Charrito_Log17_Pic_245.jpg,0.74,-0.07867592573165894,Charrito_Log17_Pic_245.jpg
245,Charrito_Log17_Pic_246.jpg,0.72,-0.13061299920082092,Charrito_Log17_Pic_246.jpg
246,Charrito_Log17_Pic_247.jpg,0.72,-0.23862065374851227,Charrito_Log17_Pic_247.jpg
247,Charrito_Log17_Pic_248.jpg,0.72,-0.17920707166194916,Charrito_Log17_Pic_248.jpg
248,Charrito_Log17_Pic_249.jpg,0.72,-0.18969003856182098,Charrito_Log17_Pic_249.jpg
249,Charrito_Log17_Pic_250.jpg,0.72,-0.17812006175518036,Charrito_Log17_Pic_250.jpg
250,Charrito_Log17_Pic_251.jpg,0.72,-0.16383352875709534,Charrito_Log17_Pic_251.jpg
251,Charrito_Log17_Pic_252.jpg,0.72,-0.1786210834980011,Charrito_Log17_Pic_252.jpg
252,Charrito_Log17_Pic_253.jpg,0.72,-0.1456664353609085,Charrito_Log17_Pic_253.jpg
253,Charrito_Log17_Pic_254.jpg,0.72,-0.11276134848594666,Charrito_Log17_Pic_254.jpg
254,Charrito_Log17_Pic_255.jpg,0.72,-0.11631221324205399,Charrito_Log17_Pic_255.jpg
255,Charrito_Log17_Pic_256.jpg,0.72,-0.10981003195047379,Charrito_Log17_Pic_256.jpg
256,Charrito_Log17_Pic_257.jpg,0.72,-0.05816613882780075,Charrito_Log17_Pic_257.jpg
257,Charrito_Log17_Pic_258.jpg,0.72,-0.04882963374257088,Charrito_Log17_Pic_258.jpg
258,Charrito_Log17_Pic_259.jpg,0.72,-0.06943541020154953,Charrito_Log17_Pic_259.jpg
